Bacterial Bait  (Locus ID),Human Protein Uniprot,Human Gene name,MIST,Abundance,Reproducibility,Specificity,IP Number,WD,WDv2,Entry.name,Protein.names,,Length (aa)
Esxv,Q14257,RCN2 ERC55,0.009555144,0.000609592,9.10E-11,0.019110287,TBIP328,8.956091394,8.956091394,RCN2_HUMAN,Reticulocalbin-2 (Calcium-binding protein ERC-55) (E6-binding protein) (E6BP),,317
Esxv,P25398,RPS12,0.008866849,0.001558881,9.10E-11,0.017733697,TBIP328,3.106416783,3.106416783,RS12_HUMAN,40S ribosomal protein S12,,132
Esxv,P63261,ACTG1 ACTB ACTG,0.007476477,0.008867565,9.10E-11,0.014952953,TBIP318,8.656975161,8.656975161,ACTG_HUMAN,"Actin, cytoplasmic 2 (Gamma-actin) [Cleaved into: Actin, cytoplasmic 2, N-terminally processed]",,375
Esxv,Q16531,DDB1 XAP1,0.007361538,0.000176961,9.10E-11,0.014723075,TBIP328,5.856548869,5.856548869,DDB1_HUMAN,DNA damage-binding protein 1 (DDB p127 subunit) (DNA damage-binding protein a) (DDBa) (Damage-specific DNA-binding protein 1) (HBV X-associated protein 1) (XAP-1) (UV-damaged DNA-binding factor) (UV-damaged DNA-binding protein 1) (UV-DDB 1) (XPE-binding factor) (XPE-BF) (Xeroderma pigmentosum group E-complementing protein) (XPCe),,1140
Esxv,P40227,CCT6A CCT6 CCTZ,0.007161163,0.000418499,9.10E-11,0.014322326,TBIP353,4.661673447,4.661673447,TCPZ_HUMAN,T-complex protein 1 subunit zeta (TCP-1-zeta) (Acute morphine dependence-related protein 2) (CCT-zeta-1) (HTR3) (Tcp20),,531
Esxv,P49411,TUFM,0.006856921,0.000533461,9.10E-11,0.013713842,TBIP318,6.595144699,6.595144699,EFTU_HUMAN,"Elongation factor Tu, mitochondrial (EF-Tu) (P43)",,452
Esxv,P78371,CCT2 99D8.1 CCTB,0.00683115,0.000391214,9.10E-11,0.0136623,TBIP328,9.936421849,9.936421849,TCPB_HUMAN,T-complex protein 1 subunit beta (TCP-1-beta) (CCT-beta),,535
Esxv,P63173,RPL38,0.006434131,0.002980394,9.10E-11,0.012868262,TBIP353,2.448443743,2.448443743,RL38_HUMAN,60S ribosomal protein L38,,70
Esxv,O60711,LPXN LDLP,0.006259808,0.001039254,9.10E-11,0.012519616,TBIP328,3.034764259,3.034764259,LPXN_HUMAN,Leupaxin,,386
Esxv,P22061,PCMT1,0.004673114,0.00098901,9.10E-11,0.009346228,TBIP353,3.208797388,3.208797388,PIMT_HUMAN,Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PIMT) (EC 2.1.1.77) (L-isoaspartyl protein carboxyl methyltransferase) (Protein L-isoaspartyl/D-aspartyl methyltransferase) (Protein-beta-aspartate methyltransferase),,227
Esxv,P62158,CALM1 CALM CAM CAM1; CALM2 CAM2 CAMB; CALM3 CALML2 CAM3 CAMC CAMIII,0.004593287,0.001334729,9.10E-11,0.009186575,TBIP328,1.796124834,1.796124834,CALM_HUMAN,Calmodulin (CaM),,149
Esxv,P50897,PPT1 PPT,0.004520377,0.000711449,9.10E-11,0.009040754,TBIP353,1.986761522,1.986761522,PPT1_HUMAN,Palmitoyl-protein thioesterase 1 (PPT-1) (EC 3.1.2.22) (Palmitoyl-protein hydrolase 1),,306
Esxv,P07814,EPRS GLNS PARS QARS QPRS PIG32,0.00426848,0.000131751,9.10E-11,0.00853696,TBIP328,8.36095236,8.36095236,SYEP_HUMAN,Bifunctional glutamate/proline--tRNA ligase (Bifunctional aminoacyl-tRNA synthetase) (Cell proliferation-inducing gene 32 protein) (Glutamatyl-prolyl-tRNA synthetase) [Includes: Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS); Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase)],,1512
Esxv,P54652,HSPA2,0.003728136,0.003397042,9.10E-11,0.007456273,TBIP318,4.764258862,4.764258862,HSP72_HUMAN,Heat shock-related 70 kDa protein 2 (Heat shock 70 kDa protein 2),,639
Esxv,Q13263,TRIM28 KAP1 RNF96 TIF1B,0.002828861,0.000298208,9.10E-11,0.005657721,TBIP318,3.048859773,3.048859773,TIF1B_HUMAN,Transcription intermediary factor 1-beta (TIF1-beta) (E3 SUMO-protein ligase TRIM28) (EC 6.3.2.-) (KRAB-associated protein 1) (KAP-1) (KRAB-interacting protein 1) (KRIP-1) (Nuclear corepressor KAP-1) (RING finger protein 96) (Tripartite motif-containing protein 28),,835
Esxv,Q92598,HSPH1 HSP105 HSP110 KIAA0201,0.002730352,0.000232061,9.10E-11,0.005460703,TBIP328,3.055794033,3.055794033,HS105_HUMAN,Heat shock protein 105 kDa (Antigen NY-CO-25) (Heat shock 110 kDa protein),,858
Esxv,P55209,NAP1L1 NRP,0.002383748,0.000582664,9.10E-11,0.004767497,TBIP318,4.215843179,4.215843179,NP1L1_HUMAN,Nucleosome assembly protein 1-like 1 (NAP-1-related protein) (hNRP),,391
Esxv,P48741,HSPA7 HSP70B,0.002161467,0.002416977,9.10E-11,0.004322933,TBIP353,2.507132682,2.507132682,HSP77_HUMAN,Putative heat shock 70 kDa protein 7 (Heat shock 70 kDa protein B),,367
Esxv,P62829,RPL23,0.00215204,0.001633698,9.10E-11,0.004304079,TBIP353,1.406039666,1.406039666,RL23_HUMAN,60S ribosomal protein L23 (60S ribosomal protein L17),,140
Esxv,P31689,DNAJA1 DNAJ2 HDJ2 HSJ2 HSPF4,0.001674357,0.000501753,9.10E-11,0.003348715,TBIP328,1.844608697,1.844608697,DNJA1_HUMAN,DnaJ homolog subfamily A member 1 (DnaJ protein homolog 2) (HSDJ) (Heat shock 40 kDa protein 4) (Heat shock protein J2) (HSJ-2) (Human DnaJ protein 2) (hDj-2),,397
Fbpa,P10809,HSPD1 HSP60,0.574628207,0.041495386,0.995344447,0.153911967,"TBIP181,TBIP248,TBIP68",21.74704389,12.08275601,CH60_HUMAN,"60 kDa heat shock protein, mitochondrial (60 kDa chaperonin) (Chaperonin 60) (CPN60) (Heat shock protein 60) (HSP-60) (Hsp60) (HuCHA60) (Mitochondrial matrix protein P1) (P60 lymphocyte protein)",,573
Fbpa,P54652,HSPA2,0.517334796,0.016428341,0.998610522,0.036059071,"TBIP181,TBIP248,TBIP68",8.371958827,5.022371592,HSP72_HUMAN,Heat shock-related 70 kDa protein 2 (Heat shock 70 kDa protein 2),,639
Fbpa,Q8IZP0,ABI1 SSH3BP1,0.512811807,0.003482808,0.998610522,0.027013092,"TBIP181,TBIP248,TBIP68",3.380037181,2.086053806,ABI1_HUMAN,Abl interactor 1 (Abelson interactor 1) (Abi-1) (Abl-binding protein 4) (AblBP4) (Eps8 SH3 domain-binding protein) (Eps8-binding protein) (Nap1-binding protein) (Nap1BP) (Spectrin SH3 domain-binding protein 1) (e3B1),,508
Fbpa,Q9NY65,TUBA8 TUBAL2,0.511064958,0.035464535,0.997208482,0.024921434,"TBIP181,TBIP248,TBIP68",4.542038298,3.808053637,TBA8_HUMAN,Tubulin alpha-8 chain (Alpha-tubulin 8) (Tubulin alpha chain-like 2),,449
Fbpa,Q13748,TUBA3C TUBA2; TUBA3D,0.509819938,0.052087494,0.997605772,0.022034104,"TBIP181,TBIP248,TBIP68",5.186130681,4.461744741,TBA3C_HUMAN,Tubulin alpha-3C/D chain (Alpha-tubulin 2) (Alpha-tubulin 3C/D) (Tubulin alpha-2 chain),,450
Fbpa,Q9BQE3,TUBA1C TUBA6,0.50834964,0.056024615,0.998438105,0.018261174,"TBIP181,TBIP248,TBIP68",5.27209858,4.573900547,TBA1C_HUMAN,Tubulin alpha-1C chain (Alpha-tubulin 6) (Tubulin alpha-6 chain),,449
Fbpa,Q71U36,TUBA1A TUBA3,0.506980278,0.059469209,0.996289532,0.017671024,"TBIP181,TBIP248,TBIP68",5.348272971,4.678573408,TBA1A_HUMAN,Tubulin alpha-1A chain (Alpha-tubulin 3) (Tubulin B-alpha-1) (Tubulin alpha-3 chain),,451
Fbpa,Q6PEY2,TUBA3E,0.5058788,0.034323418,0.990786342,0.020971259,"TBIP181,TBIP248,TBIP68",4.2085589,3.620717776,TBA3E_HUMAN,Tubulin alpha-3E chain (Alpha-tubulin 3E),,450
Fbpa,P04350,TUBB4A TUBB4 TUBB5,0.504975128,0.074302782,0.994963717,0.014986539,"TBIP181,TBIP248,TBIP68",4.989351176,4.716808068,TBB4A_HUMAN,Tubulin beta-4A chain (Tubulin 5 beta) (Tubulin beta-4 chain),,444
Fbpa,P68363,TUBA1B,0.503510369,0.063296471,0.996963237,0.0100575,"TBIP181,TBIP248,TBIP68",4.082482905,4.082482905,TBA1B_HUMAN,Tubulin alpha-1B chain (Alpha-tubulin ubiquitous) (Tubulin K-alpha-1) (Tubulin alpha-ubiquitous chain),,451
Fbpa,P68371,TUBB4B TUBB2C,0.50100086,0.084888122,0.989063722,0.012937998,"TBIP181,TBIP248,TBIP68",5.362502126,5.069575663,TBB4B_HUMAN,Tubulin beta-4B chain (Tubulin beta-2 chain) (Tubulin beta-2C chain),,445
Fbpa,P07437,TUBB TUBB5 OK/SW-cl.56,0.500710162,0.092986979,0.991308288,0.010112036,"TBIP181,TBIP248,TBIP68",5.008578456,4.974793617,TBB5_HUMAN,Tubulin beta chain (Tubulin beta-5 chain),,444
Fbpa,Q13509,TUBB3 TUBB4,0.499838545,0.045084262,0.97516625,0.024510841,"TBIP181,TBIP248,TBIP68",6.363961031,4.856611221,TBB3_HUMAN,Tubulin beta-3 chain (Tubulin beta-4 chain) (Tubulin beta-III),,450
Fbpa,P11142,HSPA8 HSC70 HSP73 HSPA10,0.49402046,0.028847154,0.98048344,0.00755748,"TBIP181,TBIP248,TBIP68",3.265986324,3.265986324,HSP7C_HUMAN,Heat shock cognate 71 kDa protein (Heat shock 70 kDa protein 8),,646
Fbpa,P11498,PC,0.490958343,0.081903309,0.972155343,0.009761343,"TBIP181,TBIP248,TBIP68",7.416198487,7.416198487,PYC_HUMAN,"Pyruvate carboxylase, mitochondrial (EC 6.4.1.1) (Pyruvic carboxylase) (PCB)",,1178
Fbpa,P08107,HSPA1A HSPA1; HSPA1B,0.487578436,0.050286724,0.956702039,0.018454833,"TBIP181,TBIP248,TBIP68",4.745279035,4.551559851,HSP71_HUMAN,Heat shock 70 kDa protein 1A/1B (Heat shock 70 kDa protein 1/2) (HSP70-1/HSP70-2) (HSP70.1/HSP70.2),,641
Fbpa,Q8WWM7,ATXN2L A2D A2LG A2LP A2RP,0.455948876,0.010695464,0.900069928,0.011827824,"TBIP181,TBIP248,TBIP68",2.720051862,2.627678881,ATX2L_HUMAN,Ataxin-2-like protein (Ataxin-2 domain protein) (Ataxin-2-related protein),,1075
Fbpa,P60709,ACTB,0.43114457,0.03855749,0.847571354,0.014717787,"TBIP181,TBIP248,TBIP68",3.12011347,3.014154394,ACTB_HUMAN,"Actin, cytoplasmic 1 (Beta-actin) [Cleaved into: Actin, cytoplasmic 1, N-terminally processed]",,375
Fbpa,Q99867,NA,0.323751043,0.016440515,0.630898592,0.016603494,"TBIP248,TBIP68",3.23332646,2.947530081,NA,NA,,NA
Fbpa,P42677,RPS27 MPS1,0.321195788,0.013297364,0.629122418,0.013269159,"TBIP181,TBIP248",1.5,1.310370697,RS27_HUMAN,40S ribosomal protein S27 (Metallopan-stimulin 1) (MPS-1),,84
Fbpa,Q3ZCM7,TUBB8,0.320702291,0.023983991,0.626099286,0.015305297,"TBIP248,TBIP68",3.96,3.60997235,TBB8_HUMAN,Tubulin beta-8 chain,,444
Fbpa,P27708,CAD,0.319341307,0.000513405,0.629564822,0.009117791,"TBIP181,TBIP68",2.968922462,2.348474328,PYR1_HUMAN,CAD protein [Includes: Glutamine-dependent carbamoyl-phosphate synthase (EC 6.3.5.5); Aspartate carbamoyltransferase (EC 2.1.3.2); Dihydroorotase (EC 3.5.2.3)],,2225
Fbpa,P17066,HSPA6 HSP70B',0.303636516,0.010303832,0.594670153,0.012602879,"TBIP248,TBIP68",2.831409514,2.65906471,HSP76_HUMAN,Heat shock 70 kDa protein 6 (Heat shock 70 kDa protein B'),,643
Fbpa,P04792,HSPB1 HSP27 HSP28,0.298151452,0.016921548,0.560515994,0.035786911,"TBIP181,TBIP248",3.32993576,2.753933609,HSPB1_HUMAN,Heat shock protein beta-1 (HspB1) (28 kDa heat shock protein) (Estrogen-regulated 24 kDa protein) (Heat shock 27 kDa protein) (HSP 27) (Stress-responsive protein 27) (SRP27),,205
Fbpa,P12814,ACTN1,0.291371402,0.003874882,0.577038661,0.005704142,"TBIP248,TBIP68",2.172689608,2.023714692,ACTN1_HUMAN,Alpha-actinin-1 (Alpha-actinin cytoskeletal isoform) (F-actin cross-linking protein) (Non-muscle alpha-actinin-1),,892
Fbpa,Q9Y5A9,YTHDF2 HGRG8,0.188281336,0.001073864,9.10E-11,0.376562671,TBIP248,11.01046815,11.01046815,YTHD2_HUMAN,YTH domain family protein 2 (CLL-associated antigen KW-14) (High-glucose-regulated protein 8) (Renal carcinoma antigen NY-REN-2),,579
Fbpa,Q15773,MLF2,0.146996932,0.002101045,9.10E-11,0.293993865,TBIP181,9.28911495,9.28911495,MLF2_HUMAN,Myeloid leukemia factor 2 (Myelodysplasia-myeloid leukemia factor 2),,248
Fbpa,Q09028,RBBP4 RBAP48,0.056762715,0.001380672,9.10E-11,0.11352543,TBIP68,3.962061881,3.962061881,RBBP4_HUMAN,Histone-binding protein RBBP4 (Chromatin assembly factor 1 subunit C) (CAF-1 subunit C) (Chromatin assembly factor I p48 subunit) (CAF-I 48 kDa subunit) (CAF-I p48) (Nucleosome-remodeling factor subunit RBAP48) (Retinoblastoma-binding protein 4) (RBBP-4) (Retinoblastoma-binding protein p48),,425
Fbpa,Q9Y230,RUVBL2 INO80J TIP48 TIP49B CGI-46,0.027430175,0.002614223,9.10E-11,0.054860351,TBIP248,4.826091576,4.826091576,RUVB2_HUMAN,RuvB-like 2 (EC 3.6.4.12) (48 kDa TATA box-binding protein-interacting protein) (48 kDa TBP-interacting protein) (51 kDa erythrocyte cytosolic protein) (ECP-51) (INO80 complex subunit J) (Repressing pontin 52) (Reptin 52) (TIP49b) (TIP60-associated protein 54-beta) (TAP54-beta),,463
Fbpa,Q01105,SET,0.014942477,0.005899646,9.10E-11,0.029884954,TBIP68,3.568889422,3.568889422,SET_HUMAN,Protein SET (HLA-DR-associated protein II) (Inhibitor of granzyme A-activated DNase) (IGAAD) (PHAPII) (Phosphatase 2A inhibitor I2PP2A) (I-2PP2A) (Template-activating factor I) (TAF-I),,290
Fbpa,P62158,CALM1 CALM CAM CAM1; CALM2 CAM2 CAMB; CALM3 CALML2 CAM3 CAMC CAMIII,0.013671144,0.003972594,9.10E-11,0.027342289,TBIP248,1.796124834,1.796124834,CALM_HUMAN,Calmodulin (CaM),,149
Fbpa,Q9Y6W5,WASF2 WAVE2,0.010320371,0.001232874,9.10E-11,0.020640742,TBIP248,2.589842655,2.589842655,WASF2_HUMAN,Wiskott-Aldrich syndrome protein family member 2 (WASP family protein member 2) (Protein WAVE-2) (Verprolin homology domain-containing protein 2),,498
Fbpa,Q3MHD2,LSM12,0.009728621,0.009104023,9.10E-11,0.019457242,TBIP68,2.10543008,2.10543008,LSM12_HUMAN,Protein LSM12 homolog,,195
Fbpa,P21333,FLNA FLN FLN1,0.007019608,0.00023426,9.10E-11,0.014039216,TBIP68,2.403481276,2.403481276,FLNA_HUMAN,Filamin-A (FLN-A) (Actin-binding protein 280) (ABP-280) (Alpha-filamin) (Endothelial actin-binding protein) (Filamin-1) (Non-muscle filamin),,2647
Fbpa,P28799,GRN,0.004871263,0.001036102,9.10E-11,0.009742525,TBIP68,1.458492758,1.458492758,GRN_HUMAN,Granulins (Proepithelin) (PEPI) [Cleaved into: Acrogranin; Paragranulin; Granulin-1 (Granulin G); Granulin-2 (Granulin F); Granulin-3 (Granulin B); Granulin-4 (Granulin A); Granulin-5 (Granulin C); Granulin-6 (Granulin D); Granulin-7 (Granulin E)],,593
Fbpa,P05386,RPLP1 RRP1,0.003969934,0.005748373,9.10E-11,0.007939869,TBIP68,1.306482511,1.306482511,RLA1_HUMAN,60S acidic ribosomal protein P1,,114
Fbpa,P07858,CTSB CPSB,0.003788699,0.003124002,9.10E-11,0.007577398,TBIP181,1.820839588,1.820839588,CATB_HUMAN,Cathepsin B (EC 3.4.22.1) (APP secretase) (APPS) (Cathepsin B1) [Cleaved into: Cathepsin B light chain; Cathepsin B heavy chain],,339
Fbpa,Q7L576,CYFIP1 KIAA0068,0.00246433,0.000406191,9.10E-11,0.00492866,TBIP181,1.914913205,1.914913205,CYFP1_HUMAN,Cytoplasmic FMR1-interacting protein 1 (Specifically Rac1-associated protein 1) (Sra-1) (p140sra-1),,1253
Fbpa,P62269,RPS18 D6S218E,0.002316403,0.003327742,9.10E-11,0.004632806,TBIP181,1.249038731,1.249038731,RS18_HUMAN,40S ribosomal protein S18 (Ke-3) (Ke3),,152
Fbpa,P23396,RPS3 OK/SW-cl.26,0.001498711,0.002470375,9.10E-11,0.002997422,TBIP68,1.133893419,1.133893419,RS3_HUMAN,40S ribosomal protein S3,,243
Fbpa,P68104,EEF1A1 EEF1A EF1A LENG7,0.001002489,0.001313914,9.10E-11,0.002004977,TBIP68,1.060660172,1.060660172,EF1A1_HUMAN,Elongation factor 1-alpha 1 (EF-1-alpha-1) (Elongation factor Tu) (EF-Tu) (Eukaryotic elongation factor 1 A-1) (eEF1A-1) (Leukocyte receptor cluster member 7),,462
Fbpb,P10809,HSPD1 HSP60,0.578069564,0.047981881,0.978167881,0.177971248,"TBIP182,TBIP249,TBIP66",23.32110644,12.95731229,CH60_HUMAN,"60 kDa heat shock protein, mitochondrial (60 kDa chaperonin) (Chaperonin 60) (CPN60) (Heat shock protein 60) (HSP-60) (Hsp60) (HuCHA60) (Mitochondrial matrix protein P1) (P60 lymphocyte protein)",,573
Fbpb,P11498,PC,0.50335463,0.07710449,0.997519847,0.009189414,"TBIP182,TBIP249,TBIP66",7.302967433,7.302967433,PYC_HUMAN,"Pyruvate carboxylase, mitochondrial (EC 6.4.1.1) (Pyruvic carboxylase) (PCB)",,1178
Fbpb,A6NL28,,0.5,0.002164072,9.10E-11,1,TBIP66,31.38530807,31.38530807,TPM3L_HUMAN,Putative tropomyosin alpha-3 chain-like protein,,223
Fbpb,Q66PJ3,ARL6IP4,0.5,0.001856601,9.10E-11,1,TBIP249,31.38530807,31.38530807,AR6P4_HUMAN,ADP-ribosylation factor-like protein 6-interacting protein 4 (ARL-6-interacting protein 4) (Aip-4) (HSP-975) (HSVI-binding protein) (SR-15) (SRp25) (SR-25),,360
Fbpb,Q8WWM7,ATXN2L A2D A2LG A2LP A2RP,0.495892824,0.008781655,0.982074254,0.009711394,"TBIP182,TBIP249,TBIP66",2.496090776,2.411323516,ATX2L_HUMAN,Ataxin-2-like protein (Ataxin-2 domain protein) (Ataxin-2-related protein),,1075
Fbpb,P68363,TUBA1B,0.48514106,0.056021679,0.961380548,0.008901571,"TBIP182,TBIP249,TBIP66",3.829708431,3.829708431,TBA1B_HUMAN,Tubulin alpha-1B chain (Alpha-tubulin ubiquitous) (Tubulin K-alpha-1) (Tubulin alpha-ubiquitous chain),,451
Fbpb,P07437,TUBB TUBB5 OK/SW-cl.56,0.484745312,0.094245375,0.959241741,0.010248883,"TBIP182,TBIP249,TBIP66",5.008578456,4.974793617,TBB5_HUMAN,Tubulin beta chain (Tubulin beta-5 chain),,444
Fbpb,Q9NZR1,TMOD2 NTMOD,0.463634814,0.001434677,9.10E-11,0.927269627,TBIP66,19.12067938,19.12067938,TMOD2_HUMAN,Tropomodulin-2 (Neuronal tropomodulin) (N-Tmod),,351
Fbpb,P08107,HSPA1A HSPA1; HSPA1B,0.388682121,0.017670977,0.770879133,0.00648511,"TBIP182,TBIP249,TBIP66",2.764041391,2.65120338,HSP71_HUMAN,Heat shock 70 kDa protein 1A/1B (Heat shock 70 kDa protein 1/2) (HSP70-1/HSP70-2) (HSP70.1/HSP70.2),,641
Fbpb,P35579,MYH9,0.357682541,0.008254795,9.10E-11,0.715365082,TBIP66,52.6921451,52.6921451,MYH9_HUMAN,"Myosin-9 (Cellular myosin heavy chain, type A) (Myosin heavy chain 9) (Myosin heavy chain, non-muscle IIa) (Non-muscle myosin heavy chain A) (NMMHC-A) (Non-muscle myosin heavy chain IIa) (NMMHC II-a) (NMMHC-IIA)",,1960
Fbpb,Q9Y3F4,STRAP MAWD UNRIP,0.354353439,0.003444012,0.628146446,0.080560432,"TBIP182,TBIP249",5.268155812,3.329866963,STRAP_HUMAN,Serine-threonine kinase receptor-associated protein (MAP activator with WD repeats) (UNR-interacting protein) (WD-40 repeat protein PT-WD),,350
Fbpb,P60709,ACTB,0.344655352,0.054668531,0.668443169,0.020867536,"TBIP182,TBIP249,TBIP66",3.897020476,3.764677632,ACTB_HUMAN,"Actin, cytoplasmic 1 (Beta-actin) [Cleaved into: Actin, cytoplasmic 1, N-terminally processed]",,375
Fbpb,Q9NY65,TUBA8 TUBAL2,0.323494415,0.023568555,0.630426871,0.016561959,"TBIP182,TBIP249",3.907894737,3.578236073,TBA8_HUMAN,Tubulin alpha-8 chain (Alpha-tubulin 8) (Tubulin alpha chain-like 2),,449
Fbpb,Q13748,TUBA3C TUBA2; TUBA3D,0.322707401,0.035430702,0.630426871,0.014987931,"TBIP182,TBIP249",4.604420592,4.270764458,TBA3C_HUMAN,Tubulin alpha-3C/D chain (Alpha-tubulin 2) (Alpha-tubulin 3C/D) (Tubulin alpha-2 chain),,450
Fbpb,Q6PEY2,TUBA3E,0.32223723,0.022449639,0.630757961,0.0137165,"TBIP182,TBIP249",3.653571124,3.388817635,TBA3E_HUMAN,Tubulin alpha-3E chain (Alpha-tubulin 3E),,450
Fbpb,Q71U36,TUBA1A TUBA3,0.321857283,0.043277843,0.630854739,0.012859828,"TBIP182,TBIP249",4.964690136,4.643464068,TBA1A_HUMAN,Tubulin alpha-1A chain (Alpha-tubulin 3) (Tubulin B-alpha-1) (Tubulin alpha-3 chain),,451
Fbpb,Q9BQE3,TUBA1C TUBA6,0.32166847,0.041022972,0.629965539,0.013371402,"TBIP182,TBIP249",4.872042372,4.537980801,TBA1C_HUMAN,Tubulin alpha-1C chain (Alpha-tubulin 6) (Tubulin alpha-6 chain),,449
Fbpb,P54652,HSPA2,0.321668303,0.006540702,0.62898022,0.014356387,"TBIP182,TBIP249",4.358597841,3.375885268,HSP72_HUMAN,Heat shock-related 70 kDa protein 2 (Heat shock 70 kDa protein 2),,639
Fbpb,Q9BVA1,TUBB2B,0.321493955,0.05294978,0.628146446,0.014841464,"TBIP182,TBIP249",5.676172558,5.242543698,TBB2B_HUMAN,Tubulin beta-2B chain,,445
Fbpb,Q13885,TUBB2A TUBB2,0.320481636,0.051843696,0.626036621,0.014926651,"TBIP182,TBIP249",5.604771319,5.176597127,TBB2A_HUMAN,Tubulin beta-2A chain,,445
Fbpb,P62269,RPS18 D6S218E,0.319784724,0.006640095,0.63032526,0.009244189,"TBIP182,TBIP66",1.541476203,1.339767829,RS18_HUMAN,40S ribosomal protein S18 (Ke-3) (Ke3),,152
Fbpb,P68371,TUBB4B TUBB2C,0.31821916,0.065110363,0.626514697,0.009923624,"TBIP182,TBIP249",5.384890103,5.235750108,TBB4B_HUMAN,Tubulin beta-4B chain (Tubulin beta-2 chain) (Tubulin beta-2C chain),,445
Fbpb,P11142,HSPA8 HSC70 HSP73 HSPA10,0.311634033,0.012204525,0.620070681,0.003197385,"TBIP182,TBIP249",2.549509757,2.549509757,HSP7C_HUMAN,Heat shock cognate 71 kDa protein (Heat shock 70 kDa protein 8),,646
Fbpb,P12814,ACTN1,0.302422457,0.003752064,0.59932157,0.005523345,"TBIP182,TBIP249",2.172689608,2.023714692,ACTN1_HUMAN,Alpha-actinin-1 (Alpha-actinin cytoskeletal isoform) (F-actin cross-linking protein) (Non-muscle alpha-actinin-1),,892
Fbpb,P68104,EEF1A1 EEF1A EF1A LENG7,0.279917182,0.004820003,0.552479243,0.007355121,"TBIP249,TBIP66",1.590990258,1.529736677,EF1A1_HUMAN,Elongation factor 1-alpha 1 (EF-1-alpha-1) (Elongation factor Tu) (EF-Tu) (Eukaryotic elongation factor 1 A-1) (eEF1A-1) (Leukocyte receptor cluster member 7),,462
Fbpb,P60660,MYL6,0.248729657,0.006732669,9.10E-11,0.497459313,TBIP66,13.69767142,13.69767142,MYL6_HUMAN,Myosin light polypeptide 6 (17 kDa myosin light chain) (LC17) (Myosin light chain 3) (MLC-3) (Myosin light chain alkali 3) (Myosin light chain A3) (Smooth muscle and nonmuscle myosin light chain alkali 6),,151
Fbpb,P06753,TPM3,0.221998267,0.001728353,9.10E-11,0.443996534,TBIP66,14.11923653,14.11923653,TPM3_HUMAN,Tropomyosin alpha-3 chain (Gamma-tropomyosin) (Tropomyosin-3) (Tropomyosin-5) (hTM5),,284
Fbpb,P09382,LGALS1,0.219721489,0.00387255,9.10E-11,0.439442978,TBIP66,10.17938884,10.17938884,LEG1_HUMAN,Galectin-1 (Gal-1) (14 kDa laminin-binding protein) (HLBP14) (14 kDa lectin) (Beta-galactoside-binding lectin L-14-I) (Galaptin) (HBL) (HPL) (Lactose-binding lectin 1) (Lectin galactoside-binding soluble 1) (Putative MAPK-activating protein PM12) (S-Lac lectin 1),,135
Fbpb,P33241,LSP1 WP34,0.14415103,0.012190513,9.10E-11,0.288302061,TBIP66,14.46455254,14.46455254,LSP1_HUMAN,Lymphocyte-specific protein 1 (47 kDa actin-binding protein) (52 kDa phosphoprotein) (pp52) (Lymphocyte-specific antigen WP34),,339
Fbpb,P68133,ACTA1 ACTA,0.03854704,0.029662517,9.10E-11,0.07709408,TBIP66,8.677739481,8.677739481,ACTS_HUMAN,"Actin, alpha skeletal muscle (Alpha-actin-1)",,377
Fbpb,P63267,ACTG2 ACTA3 ACTL3 ACTSG,0.038136495,0.027107851,9.10E-11,0.07627299,TBIP66,8.282098933,8.282098933,ACTH_HUMAN,"Actin, gamma-enteric smooth muscle (Alpha-actin-3) (Gamma-2-actin) (Smooth muscle gamma-actin)",,376
Fbpb,P68032,ACTC1 ACTC,0.037378173,0.029740372,9.10E-11,0.074756346,TBIP66,8.501770408,8.501770408,ACTC_HUMAN,"Actin, alpha cardiac muscle 1 (Alpha-cardiac actin)",,377
Fbpb,P62736,ACTA2 ACTSA ACTVS GIG46,0.037254594,0.027036701,9.10E-11,0.074509187,TBIP66,7.945678983,7.945678983,ACTA_HUMAN,"Actin, aortic smooth muscle (Alpha-actin-2) (Cell growth-inhibiting gene 46 protein)",,377
Fbpb,P63261,ACTG1 ACTB ACTG,0.035519247,0.042128032,9.10E-11,0.071038494,TBIP66,12.88199127,12.88199127,ACTG_HUMAN,"Actin, cytoplasmic 2 (Gamma-actin) [Cleaved into: Actin, cytoplasmic 2, N-terminally processed]",,375
Fbpb,P50990,CCT8 C21orf112 CCTQ KIAA0002,0.028511105,0.001195487,9.10E-11,0.05702221,TBIP249,11.02932133,11.02932133,TCPQ_HUMAN,T-complex protein 1 subunit theta (TCP-1-theta) (CCT-theta) (Renal carcinoma antigen NY-REN-15),,548
Fbpb,P62158,CALM1 CALM CAM CAM1; CALM2 CAM2 CAMB; CALM3 CALML2 CAM3 CAMC CAMIII,0.023169567,0.006732669,9.10E-11,0.046339133,TBIP66,2.540104099,2.540104099,CALM_HUMAN,Calmodulin (CaM),,149
Fbpb,O43707,ACTN4,0.011165055,0.002161801,9.10E-11,0.022330109,TBIP66,4.651871697,4.651871697,ACTN4_HUMAN,Alpha-actinin-4 (F-actin cross-linking protein) (Non-muscle alpha-actinin 4),,911
